sheet_name,row_kind,season_group,season_name,type_name,month_name,month_code,sold_amt,sold_gross,soh_price
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,JAN,2601,-20.549999999999983,-40.0,1125691.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,FEB,2602,284.82,628.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,MAR,2603,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,APR,2604,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,MAY,2605,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,JUN,2606,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,JUL,2607,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,AUG,2608,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,SEP,2609,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,OCT,2610,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,NOV,2611,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,ACCESSORY,DEC,2612,0.0,0.0,1125063.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,JAN,2601,2195.72,4230.0,2216796.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,FEB,2602,2241.79,4201.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,MAR,2603,0.0,0.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,APR,2604,0.0,0.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,MAY,2605,0.0,0.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,JUN,2606,0.0,0.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,JUL,2607,0.0,0.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,AUG,2608,0.0,0.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,SEP,2609,0.0,0.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,OCT,2610,0.0,0.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,NOV,2611,0.0,0.0,2212595.0
2026 PLAN (2),detail,SEASONAL,2022SS,WEAR,DEC,2612,0.0,0.0,2212595.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,JAN,2601,2175.1699999999996,4190.0,3342487.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,FEB,2602,2526.61,4829.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,MAR,2603,0.0,0.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,APR,2604,0.0,0.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,MAY,2605,0.0,0.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,JUN,2606,0.0,0.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,JUL,2607,0.0,0.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,AUG,2608,0.0,0.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,SEP,2609,0.0,0.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,OCT,2610,0.0,0.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,NOV,2611,0.0,0.0,3337658.0
2026 PLAN (2),season_total,SEASONAL,2022SS Total,,DEC,2612,0.0,0.0,3337658.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,JAN,2601,39331.96,90295.0,3658735.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,FEB,2602,24463.82,64239.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,MAR,2603,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,APR,2604,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,MAY,2605,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,JUN,2606,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,JUL,2607,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,AUG,2608,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,SEP,2609,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,OCT,2610,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,NOV,2611,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,ACCESSORY,DEC,2612,0.0,0.0,3594496.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,JAN,2601,252109.5,760936.0,12846275.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,FEB,2602,225521.26000000004,657524.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,MAR,2603,0.0,0.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,APR,2604,0.0,0.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,MAY,2605,0.0,0.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,JUN,2606,0.0,0.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,JUL,2607,0.0,0.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,AUG,2608,0.0,0.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,SEP,2609,0.0,0.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,OCT,2610,0.0,0.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,NOV,2611,0.0,0.0,12188751.0
2026 PLAN (2),detail,SEASONAL,2022FW,WEAR,DEC,2612,0.0,0.0,12188751.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,JAN,2601,291441.46,851231.0,16505010.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,FEB,2602,249985.08000000005,721763.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,MAR,2603,0.0,0.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,APR,2604,0.0,0.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,MAY,2605,0.0,0.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,JUN,2606,0.0,0.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,JUL,2607,0.0,0.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,AUG,2608,0.0,0.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,SEP,2609,0.0,0.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,OCT,2610,0.0,0.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,NOV,2611,0.0,0.0,15783247.0
2026 PLAN (2),season_total,SEASONAL,2022FW Total,,DEC,2612,0.0,0.0,15783247.0
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,JAN,2601,4829.24,10170.0,1949855.0
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,FEB,2602,2733.08,5719.0,1944136.0
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,MAR,2603,0.0,0.0,1944136.0
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,APR,2604,18550.0,61833.33333333332,1882302.6666666667
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,MAY,2605,20900.0,69666.66666666666,1812636.0
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,JUN,2606,19220.0,71185.18518518518,1741450.8148148148
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,JUL,2607,22500.0,90000.0,1651450.8148148148
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,AUG,2608,25050.0,100200.0,1551250.8148148148
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,SEP,2609,0.0,0.0,1551250.8148148148
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,OCT,2610,0.0,0.0,1551250.8148148148
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,NOV,2611,0.0,0.0,1551250.8148148148
2026 PLAN (2),detail,SEASONAL,2023SS,ACCESSORY,DEC,2612,0.0,0.0,1551250.8148148148
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,JAN,2601,31386.229999999996,67741.0,20273992.0
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,FEB,2602,46185.97999999999,96480.0,20177512.0
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,MAR,2603,94500.0,210000.00000000003,19967512.0
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,APR,2604,148400.0,494666.66666666657,19472845.333333332
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,MAY,2605,209000.0,696666.6666666665,18776178.666666664
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,JUN,2606,192200.0,711851.8518518518,18064326.814814813
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,JUL,2607,337500.0,1350000.0,16714326.814814813
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,AUG,2608,325650.0,1302600.0,15411726.814814813
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,SEP,2609,231000.0,924000.0,14487726.814814813
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,OCT,2610,113900.0,455600.0,14032126.814814813
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,NOV,2611,0.0,0.0,14032126.814814813
2026 PLAN (2),detail,SEASONAL,2023SS,WEAR,DEC,2612,0.0,0.0,14032126.814814813
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,JAN,2601,36215.469999999994,77911.0,22223847.0
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,FEB,2602,48919.05999999999,102199.0,22121648.0
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,MAR,2603,94500.0,210000.00000000003,21911648.0
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,APR,2604,166950.0,556499.9999999999,21355148.0
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,MAY,2605,229900.0,766333.3333333331,20588814.666666664
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,JUN,2606,211420.0,783037.037037037,19805777.629629627
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,JUL,2607,360000.0,1440000.0,18365777.629629627
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,AUG,2608,350700.0,1402800.0,16962977.629629627
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,SEP,2609,231000.0,924000.0,16038977.629629629
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,OCT,2610,113900.0,455600.0,15583377.629629629
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,NOV,2611,0.0,0.0,15583377.629629629
2026 PLAN (2),season_total,SEASONAL,2023SS Total,,DEC,2612,0.0,0.0,15583377.629629629
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,JAN,2601,261157.33000000002,610952.0,9482643.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,FEB,2602,164588.23999999996,384290.0,9098353.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,MAR,2603,0.0,0.0,9098353.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,APR,2604,0.0,0.0,9098353.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,MAY,2605,0.0,0.0,9098353.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,JUN,2606,0.0,0.0,9098353.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,JUL,2607,0.0,0.0,9098353.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,AUG,2608,0.0,0.0,9098353.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,SEP,2609,15400.0,38500.0,9059853.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,OCT,2610,22780.0,75933.33333333333,8983919.666666666
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,NOV,2611,24050.0,80166.66666666666,8903753.0
2026 PLAN (2),detail,SEASONAL,2023FW,ACCESSORY,DEC,2612,34450.0,114833.33333333331,8788919.666666666
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,JAN,2601,863408.86,1819558.0,25245893.0
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,FEB,2602,662670.1899999997,1439175.0,23806718.0
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,MAR,2603,56700.0,126000.00000000001,23680718.0
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,APR,2604,0.0,0.0,23680718.0
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,MAY,2605,0.0,0.0,23680718.0
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,JUN,2606,0.0,0.0,23680718.0
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,JUL,2607,0.0,0.0,23680718.0
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,AUG,2608,0.0,0.0,23680718.0
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,SEP,2609,77000.0,192500.0,23488218.0
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,OCT,2610,113900.0,379666.6666666666,23108551.333333332
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,NOV,2611,144300.0,480999.99999999994,22627551.333333332
2026 PLAN (2),detail,SEASONAL,2023FW,WEAR,DEC,2612,206700.0,688999.9999999999,21938551.333333332
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,JAN,2601,1124566.19,2430510.0,34728536.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,FEB,2602,827258.4299999997,1823465.0,32905071.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,MAR,2603,56700.0,126000.00000000001,32779071.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,APR,2604,0.0,0.0,32779071.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,MAY,2605,0.0,0.0,32779071.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,JUN,2606,0.0,0.0,32779071.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,JUL,2607,0.0,0.0,32779071.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,AUG,2608,0.0,0.0,32779071.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,SEP,2609,92400.0,231000.0,32548071.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,OCT,2610,136680.0,455599.99999999994,32092471.0
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,NOV,2611,168350.0,561166.6666666666,31531304.333333332
2026 PLAN (2),season_total,SEASONAL,2023FW Total,,DEC,2612,241150.0,803833.3333333333,30727471.0
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,JAN,2601,2690.72,4228.0,3344776.0
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,FEB,2602,4489.59,6495.0,3338281.0
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,MAR,2603,18900.0,29076.923076923074,3309204.076923077
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,APR,2604,18550.0,30916.666666666668,3278287.4102564105
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,MAY,2605,20900.0,34833.333333333336,3243454.076923077
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,JUN,2606,19220.0,38440.0,3205014.076923077
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,JUL,2607,45000.0,100000.00000000001,3105014.076923077
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,AUG,2608,50100.0,111333.33333333334,2993680.7435897435
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,SEP,2609,15400.0,34222.222222222226,2959458.5213675215
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,OCT,2610,0.0,0.0,2959458.5213675215
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,NOV,2611,0.0,0.0,2959458.5213675215
2026 PLAN (2),detail,SEASONAL,2024SS,ACCESSORY,DEC,2612,0.0,0.0,2959458.5213675215
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,JAN,2601,149502.72000000003,243370.0,23931811.0
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,FEB,2602,239982.20999999996,388346.0,23543465.0
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,MAR,2603,567000.0,945000.0,22598465.0
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,APR,2604,556500.0,1011818.1818181818,21586646.818181816
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,MAY,2605,543400.0,987999.9999999999,20598646.818181816
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,JUN,2606,499720.0,999440.0,19599206.818181816
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,JUL,2607,472500.00000000006,1050000.0000000002,18549206.818181816
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,AUG,2608,501000.0,1113333.3333333335,17435873.484848484
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,SEP,2609,462000.0,1026666.6666666667,16409206.818181818
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,OCT,2610,227800.0,506222.22222222225,15902984.595959596
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,NOV,2611,240500.0,534444.4444444445,15368540.151515152
2026 PLAN (2),detail,SEASONAL,2024SS,WEAR,DEC,2612,344500.0,765555.5555555556,14602984.595959596
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,JAN,2601,152193.44000000003,247598.0,27276587.0
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,FEB,2602,244471.79999999996,394841.0,26881746.0
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,MAR,2603,585900.0,974076.9230769231,25907669.076923076
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,APR,2604,575050.0,1042734.8484848484,24864934.22843823
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,MAY,2605,564300.0,1022833.3333333333,23842100.895104893
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,JUN,2606,518940.0,1037880.0,22804220.895104893
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,JUL,2607,517500.00000000006,1150000.0000000002,21654220.895104893
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,AUG,2608,551100.0,1224666.6666666667,20429554.22843823
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,SEP,2609,477400.0,1060888.888888889,19368665.33954934
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,OCT,2610,227800.0,506222.22222222225,18862443.117327116
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,NOV,2611,240500.0,534444.4444444445,18327998.672882672
2026 PLAN (2),season_total,SEASONAL,2024SS Total,,DEC,2612,344500.0,765555.5555555556,17562443.117327116
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,JAN,2601,330607.09,495760.0,3945007.0
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,FEB,2602,187925.31,283095.0,3661912.0
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,MAR,2603,37800.0,58153.84615384615,3603758.153846154
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,APR,2604,0.0,0.0,3603758.153846154
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,MAY,2605,0.0,0.0,3603758.153846154
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,JUN,2606,0.0,0.0,3603758.153846154
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,JUL,2607,0.0,0.0,3603758.153846154
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,AUG,2608,0.0,0.0,3603758.153846154
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,SEP,2609,15400.0,23692.30769230769,3580065.8461538465
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,OCT,2610,22780.0,35046.153846153844,3545019.6923076925
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,NOV,2611,24050.0,37000.0,3508019.6923076925
2026 PLAN (2),detail,SEASONAL,2024FW,ACCESSORY,DEC,2612,34450.0,53000.0,3455019.6923076925
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,JAN,2601,2512712.25,4002521.0,40148511.0
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,FEB,2602,1882800.3599999999,3051704.0,37096807.0
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,MAR,2603,283500.0,472500.0,36624307.0
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,APR,2604,0.0,0.0,36624307.0
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,MAY,2605,0.0,0.0,36624307.0
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,JUN,2606,0.0,0.0,36624307.0
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,JUL,2607,0.0,0.0,36624307.0
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,AUG,2608,125250.0,227727.2727272727,36396579.72727273
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,SEP,2609,77000.0,140000.0,36256579.72727273
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,OCT,2610,410039.99999999994,745527.2727272726,35511052.45454545
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,NOV,2611,601250.0,1093181.8181818181,34417870.63636363
2026 PLAN (2),detail,SEASONAL,2024FW,WEAR,DEC,2612,689000.0,1252727.2727272727,33165143.36363636
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,JAN,2601,2843319.34,4498281.0,44093518.0
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,FEB,2602,2070725.67,3334799.0,40758719.0
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,MAR,2603,321300.0,530653.8461538461,40228065.15384615
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,APR,2604,0.0,0.0,40228065.15384615
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,MAY,2605,0.0,0.0,40228065.15384615
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,JUN,2606,0.0,0.0,40228065.15384615
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,JUL,2607,0.0,0.0,40228065.15384615
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,AUG,2608,125250.0,227727.2727272727,40000337.88111888
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,SEP,2609,92400.0,163692.3076923077,39836645.573426574
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,OCT,2610,432819.99999999994,780573.4265734265,39056072.14685315
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,NOV,2611,625300.0,1130181.8181818181,37925890.32867133
2026 PLAN (2),season_total,SEASONAL,2024FW Total,,DEC,2612,723450.0,1305727.2727272727,36620163.055944055
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,JAN,2601,6325.179999999999,6755.0,2828694.0
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,FEB,2602,12290.43,13658.0,2815036.0
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,MAR,2603,94500.0,111176.4705882353,2703859.529411765
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,APR,2604,92750.0,109117.64705882354,2594741.882352941
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,MAY,2605,83600.0,98352.94117647059,2496388.941176471
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,JUN,2606,76880.0,93756.0975609756,2402632.843615495
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,JUL,2607,90000.0,109756.0975609756,2292876.7460545194
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,AUG,2608,100200.0,122195.12195121951,2170681.6241033
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,SEP,2609,61600.0,75121.9512195122,2095559.6728837877
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,OCT,2610,91120.0,111121.9512195122,1984437.7216642755
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,NOV,2611,96200.0,117317.0731707317,1867120.6484935437
2026 PLAN (2),detail,SEASONAL,2025SS,ACCESSORY,DEC,2612,137800.0,168048.78048780488,1699071.8680057388
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,JAN,2601,323398.80000000005,419854.0,34315476.0
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,FEB,2602,1004037.999999999,1422450.0,32893026.0
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,MAR,2603,1171800.0,1674000.0,31219026.0
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,APR,2604,1576750.0,2252500.0,28966526.0
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,MAY,2605,1734700.0,2478142.8571428573,26488383.14285714
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,JUN,2606,1595260.0,2278942.8571428573,24209440.285714284
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,JUL,2607,1687500.0,2410714.285714286,21798725.999999996
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,AUG,2608,1753500.0000000002,2505000.0000000005,19293725.999999996
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,SEP,2609,924000.0,1320000.0,17973725.999999996
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,OCT,2610,683400.0,976285.7142857143,16997440.285714284
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,NOV,2611,721500.0,1030714.2857142858,15966725.999999998
2026 PLAN (2),detail,SEASONAL,2025SS,WEAR,DEC,2612,1378000.0,1968571.4285714286,13998154.571428569
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,JAN,2601,329723.98000000004,426609.0,37144170.0
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,FEB,2602,1016328.429999999,1436108.0,35708062.0
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,MAR,2603,1266300.0,1785176.4705882352,33922885.52941176
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,APR,2604,1669500.0,2361617.6470588236,31561267.88235294
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,MAY,2605,1818300.0,2576495.7983193276,28984772.084033612
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,JUN,2606,1672140.0,2372698.954703833,26612073.12932978
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,JUL,2607,1777500.0,2520470.3832752616,24091602.746054515
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,AUG,2608,1853700.0000000002,2627195.12195122,21464407.624103297
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,SEP,2609,985600.0,1395121.9512195121,20069285.672883783
2026 PLAN (2),season_total,SEASONAL,2025SS Total,,OCT,2610,774520.0,1087407.6655052265,18981878.00737856
